ID	logFC	logCPM	F	PValue	FDR
uc008sgn.2|Zfp292	0.761545160488778	5.97098022202798	59.2120796721915	9.48278358967271e-08	4.07513844411009e-07
uc009not.1|Gcsh	-0.890553627730914	7.75532059961369	59.2018103357227	9.49642575672131e-08	4.07913127933876e-07
uc009mad.2|Comp	4.67002193153213	-0.17998920766662	59.1997946165469	9.49910602152317e-08	4.07913127933876e-07
uc008xby.1|Mxd4	-0.767464171786448	6.36463407491021	59.1794805860091	9.52616325266347e-08	4.08923685611004e-07
uc008phk.3|Rnf13	-0.611317266884271	7.06785108338221	59.1329987755504	9.5883909113638e-08	4.11442676570097e-07
uc009qas.1|Pias1	1.00085176748381	4.91849842527473	59.1244830480902	9.59983927780788e-08	4.1178164562072e-07
uc007kei.2|Pitpna	-0.648353130704771	6.27934940941664	59.0174815226881	9.74496571514071e-08	4.17852317785579e-07
uc009mpo.1|Vps35	-0.918287660383085	7.26240618674319	58.97232834128	9.80692252499089e-08	4.20201313225134e-07
uc009aie.2|Brat1	0.879637100000576	4.92767013810603	58.9722786693411	9.80699091798383e-08	4.20201313225134e-07
uc056yvx.1|AK163148	-1.96949940502146	2.70135153721511	58.9593051741231	9.82487184448575e-08	4.20812063534766e-07
uc009bjz.2|Zc3hav1	1.02286537097698	5.26674334634794	58.9342976435606	9.8594391432041e-08	4.22136798445008e-07
uc008stg.2|Tstd2	-0.811082975316539	5.31880026467507	58.8901462099613	9.9207924095161e-08	4.24606987560367e-07
uc008qma.1|Otud7b	0.940911556090405	6.93022510885194	58.8710192565027	9.94750039283069e-08	4.25593093871735e-07
uc009npv.2|Hsdl1	0.718528936387869	5.64469240546297	58.8489861982912	9.97836342476773e-08	4.26756176990711e-07
uc009flq.1|Ercc2	1.1123383029998	4.95403494877402	58.8368772663664	9.9953695308216e-08	4.27325986242163e-07
uc009ulz.2|Tmem164	1.00507846633054	6.36052137812136	58.8299437967764	1.00051212902193e-07	4.27585349283296e-07
uc011wxl.1|Hnrnpu	0.803376143721504	8.45202332137252	58.8193829223546	1.00199948255585e-07	4.28063328280393e-07
uc009dnv.1|Bid	1.56116125819962	3.7857059657095	58.8121605477268	1.00301804094691e-07	4.28245776637847e-07
uc007vbz.1|Sepp1	-1.09802059948272	9.60278631641621	58.8111211593694	1.00316471679882e-07	4.28245776637847e-07
uc007bxx.1|Usp40	-0.611213161207378	6.62954829403929	58.8063071787759	1.00384435827108e-07	4.28378304119873e-07
uc008fru.1|Atp5a1	-1.02692047288499	11.266429232903	58.7837461749915	1.0070362275935e-07	4.29582402528212e-07
uc008gcm.2|Sf3b2	0.810201890050072	7.76468121553239	58.7574934348471	1.01076431521773e-07	4.31014272306921e-07
uc007yed.1|Socs1	4.10788455225579	0.818197650728315	58.7385661938136	1.01346145115012e-07	4.32005628864616e-07
uc009qam.3|Fem1b	0.700640655365059	6.46137296052071	58.7278496247718	1.0149920393349e-07	4.32440600225759e-07
uc008qlj.1|Mrps21	-1.37039920510446	5.58431100704886	59.0359936914072	1.01522726451346e-07	4.32440600225759e-07
uc012apv.1|Psmb8	2.29237795363559	5.07162686720912	66.6617891297704	1.02605756549966e-07	4.36893428715323e-07
uc007xep.1|Creld2	1.02345858771577	4.45400201429449	58.6320333411739	1.02878937733858e-07	4.37895933428451e-07
uc008ntt.1|Stk4	-0.669615258339527	6.00587649743086	58.5585248930344	1.03951290203601e-07	4.42298063891598e-07
uc007bjt.2|Atic	0.741588654910741	6.10472449123331	58.5448082191169	1.04152735688239e-07	4.42992739072815e-07
uc007ria.1|Mblac2	-1.22233119521099	4.79614107378629	58.5255203198667	1.04436720795251e-07	4.43946422886782e-07
uc007uyv.2|Abcc4	-0.8763573241385	5.21014818384191	58.5243838067087	1.04453480520634e-07	4.43946422886782e-07
uc007awi.2|Ercc5	0.797058188144756	5.11460196163252	58.5139142116493	1.04608009497283e-07	4.44440400657993e-07
uc007jap.3|Mrpl22	-1.76569206121356	3.41036060104864	58.4647727316088	1.05336661880283e-07	4.47372360101363e-07
uc012fzi.1|Col4a1	0.909766485794722	9.97971878260702	58.4026507600925	1.06265705971001e-07	4.51152940498179e-07
uc008lzj.1|Wdr76	1.30888726887088	3.16571926428672	58.3829294792553	1.06562504233079e-07	4.52247526194739e-07
uc007dft.2|Suco	0.841568203804784	5.56523736692774	58.3384237174609	1.07235623294095e-07	4.54937819773815e-07
uc007fcb.1|Msl3l2	2.42027376990805	1.41541514261593	58.3337136617203	1.07307130178904e-07	4.55074792202419e-07
uc008rrk.1|Gng5	-1.58033554939642	4.23666294759277	58.3305237447546	1.07355588193369e-07	4.55113953163194e-07
uc008hcr.2|Plpp6	-0.646208989798982	6.5521577694409	58.3034822043419	1.07767334810624e-07	4.56692617168616e-07
uc007yjk.1|Top3b	-1.01921489570476	5.11342132538686	58.2924624081483	1.07935620165197e-07	4.57238773558517e-07
uc008qdb.1|S100a6	3.8103300715932	3.52427182079073	68.384187709189	1.08603312267714e-07	4.59899354832952e-07
uc009rgj.1|Trf	2.58492583871502	9.89740020957897	68.0006309415679	1.0893003244094e-07	4.61114617443353e-07
uc009anv.2|Polr1d	-0.835179869021666	6.44539331522497	58.175609768518	1.09737813896049e-07	4.64364644287331e-07
uc007sgf.2|Thoc7	-0.749030946520529	5.58848661812029	58.1528403238556	1.10092783135691e-07	4.65678832870719e-07
uc008xvz.2|Rest	1.18444420258049	5.62304609541824	58.2671756577086	1.10128649262885e-07	4.65678832870719e-07
uc007moj.1|Pgs1	-0.747638567998275	5.85811864370083	58.1076663678149	1.10800739881386e-07	4.68350085553267e-07
uc009mvw.2|Mt1	0.927338185221285	6.94619112379973	58.0994178575457	1.10930543347937e-07	4.68728002354737e-07
uc008vag.2|Srsf4	0.909881606479065	5.63709268360297	58.0964441537956	1.10977379929364e-07	4.68755201791195e-07
uc009eqk.3|Sox5	0.89095996471562	4.99753644351156	58.080256153906	1.11232723039942e-07	4.69662767624616e-07
uc008cab.2|Daxx	0.846985094384007	6.07027807935006	58.0496560672521	1.11717146469869e-07	4.71382094337362e-07
uc008ecb.1|Npc1	-0.869281675555882	6.78249415966943	58.0494023843006	1.11721172061342e-07	4.71382094337362e-07
uc008bvt.2|Rrp1b	1.05366671973537	3.57048549354856	58.0436368910493	1.11812704937254e-07	4.71596806756438e-07
uc007vcv.1|Ttc33	0.830778856749245	5.68172690238424	58.0272896443983	1.12072677958018e-07	4.72521541550466e-07
uc007jww.2|Nup88	-0.791280963828402	5.40491230006399	58.0197707573659	1.12192473061488e-07	4.72854800193407e-07
uc007jkh.1|Tvp23b	1.1309212686157	6.39115713894329	58.2682442140349	1.12314746150005e-07	4.73198256927563e-07
uc009bmc.1|Ndufb2	-1.79819765839278	5.59393558578399	61.0479188664935	1.12677476447496e-07	4.74478214494161e-07
uc008svh.2|Msantd3	-1.24699269359417	4.94011653742279	57.9879919986682	1.12700332598975e-07	4.74478214494161e-07
uc012ben.1|Tcf4	1.07564020985892	6.64110302455487	58.0574018301749	1.13173041410184e-07	4.7629553844119e-07
uc007kvh.2|Cuedc1	1.31031462101881	5.29764625152839	58.5282181839681	1.13885918629692e-07	4.79121941211139e-07
uc008ohp.2|Ppp1r3d	-1.31161567669243	5.82704823005058	58.2644122659321	1.14013784975428e-07	4.79486026484193e-07
uc011xys.1|Spata22	-2.17541268025224	2.63176887643045	57.8925049112048	1.14241445996275e-07	4.80269383295211e-07
uc009jqc.1|Il4ra	1.57223408784468	4.89251635631993	59.8782032420989	1.15241207346308e-07	4.8429689563173e-07
uc008qhx.3|Pip5k1a	-0.804858177245793	5.17033539809891	57.8134535850612	1.15534666078082e-07	4.85354355721935e-07
uc007qbv.1|Eci3	-1.46485480871242	3.45239994171654	57.7995429046908	1.15763879690754e-07	4.86141258071595e-07
uc007tlx.1|Osgep	0.694857509832708	5.39122515034957	57.7967380788938	1.15810156257436e-07	4.86159639310793e-07
uc009pfb.3|Mpzl3	-3.22427935994563	2.17969078071394	57.7740218498303	1.16185692501254e-07	4.87559707085733e-07
uc012epq.1|Foxp1	0.94558875805493	4.7569002438361	57.7162737561313	1.17146347446907e-07	4.91413257204071e-07
uc007htm.1|Morc2a	0.62566023372505	5.98848761220381	57.6911709979921	1.17566633199827e-07	4.92998064697358e-07
uc007zek.1|Lrrc58	0.816643447226601	10.1095864289084	57.6541895231958	1.18188794509047e-07	4.9542795617358e-07
uc007skm.2|Chchd1	-1.42321699232132	4.68903730900323	57.6225238768826	1.18724374818827e-07	4.97400256740153e-07
uc007twd.1|Lrp10	-0.850708802991338	7.36603562203317	57.6213051267435	1.18745041038544e-07	4.97400256740153e-07
uc009pjp.1|Pts	-0.868229208695999	6.4933548562143	57.5218346750001	1.20445034041886e-07	5.04339130273548e-07
uc007ixk.2|P4ha2	1.11328970634008	3.44883571176024	57.5023603825533	1.20780950917107e-07	5.05563266050214e-07
uc007qgr.2|Jarid2	0.892102857626713	6.39541746023582	57.4641326972095	1.21443320978605e-07	5.08152489475211e-07
uc033gxp.1|Zc3h7a	0.903630562988359	5.55632033441709	57.4501144751732	1.21687204867413e-07	5.08989415312397e-07
uc007uxc.1|Rnf219	1.63840932781999	2.30523318666701	57.4327535290077	1.21989983917849e-07	5.10071994017587e-07
uc008vmg.2|Emc1	1.05721193750403	7.28948076261068	57.5127849587824	1.22997386337523e-07	5.14098945848083e-07
uc007beu.1|AK217854	-1.98883206832383	4.08115028548096	57.3832807013611	1.2334984282728e-07	5.15267766792592e-07
uc008nrh.2|Lpin3	-1.08174513662056	3.71168191667067	57.3544504944931	1.23365841260865e-07	5.15267766792592e-07
uc008elk.1|Fam53c	1.13497711302661	6.45285927559947	57.6915504617815	1.23454437865193e-07	5.15451370875984e-07
uc008iuy.1|Sdccag3	-0.68883288303611	6.25554403553105	57.3469425666397	1.23498647852731e-07	5.15451370875984e-07
uc007pdz.2|Xrcc3	-1.37632758514363	4.70398154339631	57.3290955576462	1.23814966315854e-07	5.16585779993834e-07
uc007dzc.1|Bpnt1	-0.777786224829849	7.00215688323364	57.3179357009354	1.24013210755703e-07	5.17226917468877e-07
uc033jml.1|Msl2	0.96281855517347	6.48282945589595	57.3094480252165	1.24164217847784e-07	5.17670650265125e-07
uc007riy.1|Cox7c	-1.05463380040201	5.07091859603394	57.2941022994512	1.24437747437909e-07	5.18624706724878e-07
uc007fgj.2|Aifm2	-0.764640298008668	9.52132991728065	57.2658569579936	1.24942923261298e-07	5.20543173644825e-07
uc009uzf.1|Uty	-0.760573932927234	5.79353047874767	57.1859323647633	1.2638453951219e-07	5.26360305800408e-07
uc007ezk.1|1700021F05Rik	-1.21978464738951	5.99790029115394	57.2791663157735	1.27173315617671e-07	5.29297582141441e-07
uc007tau.2|Sncg	3.51113158565329	6.91724040689499	70.9409240963265	1.27181044472148e-07	5.29297582141441e-07
uc008zei.1|Rab35	-0.882918212346976	5.96886918950917	57.1062550998763	1.27839745589974e-07	5.31848177870373e-07
uc008mcx.1|Eid1	0.741888111270539	6.30344218252127	57.0790896508016	1.28340052249889e-07	5.33738217295866e-07
uc008hei.1|Uhrf2	0.901377974391807	5.41250150043554	57.0702060316699	1.28504124457094e-07	5.34229077777021e-07
uc008lla.3|Pax6	-0.825405093515868	5.31568772352846	57.0630877706905	1.28635757005653e-07	5.34584773831159e-07
uc009cio.2|Ggcx	-0.636564903400682	5.39354954040606	56.9937555857581	1.29925573140319e-07	5.39751673880099e-07
uc007wax.1|Ndrg1	4.27487654418827	6.34206352651134	71.3870165250119	1.30219022240951e-07	5.40709599196814e-07
uc009cvd.2|Gata2	2.46367098566972	1.19391686106527	56.9764685576434	1.30249360489106e-07	5.40709599196814e-07
uc007bcq.3|Cflar	0.629902575091755	8.11822873033784	56.9690297678411	1.30388959953468e-07	5.41095530164555e-07
uc007lgr.1|Ormdl3	1.20139653227241	10.0599265206957	56.9370669626979	1.30990644596036e-07	5.43398086967395e-07
uc009kse.1|Stxbp2	-0.906197003681484	6.08289816299711	56.9330560298122	1.310663618047e-07	5.43517868484609e-07
uc009iiq.2|Tenm4	0.789698872595845	8.69059754624358	56.8998411680243	1.31695217177906e-07	5.45930548379865e-07
uc007lvn.1|Rprml	3.17868331407246	2.75550536011545	57.3613553499816	1.32226309552528e-07	5.4793638204928e-07
uc007krh.1|Usp32	-0.605462913038943	7.01367189400727	56.8501310356292	1.32642524654525e-07	5.49464910234365e-07
uc008uat.3|Echdc2	0.777639532113266	5.34354575799284	56.8183049723825	1.33252917515447e-07	5.51796431810042e-07
uc007gdf.2|Tcf3	0.842176491281336	4.86608579885559	56.8132402734834	1.33350335355011e-07	5.52002833080339e-07
uc007qhq.2|Tpmt	-1.54826966826292	3.37632455420281	56.7618601051771	1.34343013101112e-07	5.55913687950142e-07
uc007clj.1|R3hdm1	-1.23230682780185	5.66069625256912	56.6811516976871	1.3591860865691e-07	5.62233018269564e-07
uc012dax.2|Fbxl4	-0.830270236085627	5.8707553946538	56.666613348134	1.36204560857711e-07	5.63215081836075e-07
uc007zkf.1|Ift57	1.10758516080029	3.82117495242093	56.6481306340205	1.36569040464961e-07	5.64521046139987e-07
uc009ndg.1|Atp6v0d1	-0.910432143772305	6.07201741417094	56.6291294858318	1.3694485131916e-07	5.65872902370446e-07
uc007fop.1|AK158974	-8.05754075833146	1.45425039887419	76.0022525694786	1.37305055806144e-07	5.67159331619328e-07
uc008ptu.1|Apoa1bp	-1.10137863010834	5.93878390112409	56.5914802069843	1.37692822260659e-07	5.68558653626487e-07
uc009jhx.1|Copb1	-0.700498238158791	6.90289472855945	56.5601376553524	1.38318893062771e-07	5.70940631877386e-07
uc008buu.1|Rsph1	-5.40038919256455	1.68095038289134	56.5021703187066	1.39484982342702e-07	5.75549164339392e-07
uc007bvl.1|Ncl	1.09874904839408	7.52540880825886	56.9818280287674	1.39575762568263e-07	5.75581962214297e-07
uc009sex.1|Abhd5	-1.01339376463436	8.04988081080842	56.4954696667779	1.39620463655944e-07	5.75581962214297e-07
uc008bey.2|Cuta	-0.798102498332927	5.35883682808278	56.4924769040267	1.39681020994979e-07	5.75581962214297e-07
uc008jqq.1|Rif1	0.880515913601711	5.61419163678292	56.4919662777914	1.39691356166117e-07	5.75581962214297e-07
uc009css.1|Aak1	-0.631665422733215	6.57577646442787	56.4780807740595	1.39972720895242e-07	5.76536556814873e-07
uc008etp.1|Lars	0.718401243662259	5.8530281763151	56.4578124599461	1.40384530457064e-07	5.780275751928e-07
uc008vky.1|Mul1	-0.798260973331802	6.80389729544865	56.4365926715454	1.40817086405949e-07	5.79602927835483e-07
uc008ptb.2|Prcc	-0.811136616532418	5.83852171308898	56.3922365569416	1.41725962184366e-07	5.83136999725249e-07
uc008ais.1|AK085062	-0.979840685625908	4.60076732318523	56.3517647243277	1.42560823804276e-07	5.86364139879836e-07
uc008bdd.2|Rab11fip3	0.877317776198509	5.86078507910319	56.3451466227625	1.42697852268489e-07	5.86719766077703e-07
uc008elv.2|Hspa9	-1.10442114243813	10.559444533343	56.3070882634302	1.43488644209113e-07	5.89762217059278e-07
uc009tnz.1|Flna	1.81287891353091	7.5787958266742	63.589550989584	1.43668848139789e-07	5.90293783628178e-07
uc008hup.1|Pdcd11	0.709918439257804	5.59643164799988	56.269426812368	1.44275889960469e-07	5.92578106623478e-07
uc009kfm.1|Lrrc27	-1.76812738136601	3.656533223249	56.1442172113312	1.46927179591178e-07	6.03254092284657e-07
uc008wna.2|Cacna2d1	-1.16718331849545	4.17677360812836	56.1391707661433	1.47035143768466e-07	6.03483824954197e-07
uc009imu.1|Ppme1	-0.808392996933712	5.5002273728042	56.1310799449528	1.4720842001099e-07	6.03981363998416e-07
uc007ffx.2|Pald1	-1.6726787875797	7.42535911562409	60.9748899466849	1.47822597385053e-07	6.06286884927101e-07
uc007jpp.1|Cntrob	1.33933335457404	3.63879200006009	56.0426148797296	1.49117602233008e-07	6.1135375886341e-07
uc008qnc.2|Txnip	1.18496538051809	10.368279974506	56.0387734605736	1.49201113364856e-07	6.1135375886341e-07
uc007mwm.1|Kif3c	0.867856555681937	4.71260493514219	56.0380865716936	1.49216051460931e-07	6.1135375886341e-07
uc008wwz.2|Cad	-0.852919227621641	6.73975974600272	56.0290372869114	1.49413002689715e-07	6.11944606497973e-07
uc009jkx.2|Gprc5b	-0.855057591204119	7.25160815217987	56.0080571605974	1.49870710217881e-07	6.13582991014093e-07
uc008stk.1|Ncbp1	-0.887935612396803	6.22027272740295	56.0058571262365	1.49918795098246e-07	6.13582991014093e-07
uc007rfd.2|Ccdc127	-0.674596210898655	6.8374982173673	55.9956392546283	1.50142341574981e-07	6.14281237409909e-07
uc008eux.2|Dcp2	0.920499571223845	6.91777911880385	55.9785963635869	1.50516013978481e-07	6.15592989140752e-07
uc007mrq.1|Enthd2	-1.09853650050416	3.52519912195598	55.9609464499214	1.50904063559632e-07	6.16962596716848e-07
uc007cis.2|Ralb	-0.772349723916102	6.09030488033287	55.953732489804	1.51062982692294e-07	6.17394782732896e-07
uc007leo.1|Psmb3	-1.50643318538705	4.98727759641503	56.1635624457696	1.51341110248743e-07	6.18313697963437e-07
uc008ikh.1|Stam	-0.873757682367612	5.86729524249235	55.9369809168041	1.5143271315469e-07	6.18470176252681e-07
uc009uoi.1|Apex2	-0.927648338344695	4.79838002259966	55.9279170830951	1.51633175373837e-07	6.19070983062148e-07
uc007mvl.2|Hexdc	0.766257125333229	4.90518377024096	55.9026786240849	1.52192891665923e-07	6.21137573689659e-07
uc008wdp.2|Gnb1	-0.558051381307869	8.0631652650357	55.8813055945699	1.52668643778479e-07	6.22860152518175e-07
uc007jsd.2|Kctd11	1.41375983554186	3.51430123201165	55.8751581219675	1.52805782980466e-07	6.23200527213478e-07
uc009pda.2|Hmbs	-1.01862321280581	6.11196507742199	55.84477717396	1.53485500971938e-07	6.25688861733991e-07
uc029una.1|Gon4l	0.593067557985498	5.94631855646754	55.8430714836	1.53523760178977e-07	6.25688861733991e-07
uc011zzg.2|Asic1	-1.72796180653982	4.02277313965915	55.7998974200871	1.54495636201416e-07	6.29428675156259e-07
uc007shc.1|Top2b	0.793011051926463	7.37923508952408	55.7936542276106	1.54636728195328e-07	6.29782364777251e-07
uc007qrx.1|B230219D22Rik	-0.559251030979034	7.2928693375725	55.7098699210292	1.5654383901877e-07	6.37325671626241e-07
uc009ngy.2|Cog8	-0.663631342441584	6.56986121414828	55.6970716744238	1.56837403314046e-07	6.38296875009776e-07
uc009pce.1|Cbl	0.824645348615345	5.50085670679457	55.6921574315424	1.56950284769588e-07	6.38532312125361e-07
uc007boz.1|Speg	-1.77155878521621	4.35974825954135	57.0651880664805	1.57547897052268e-07	6.40738958814394e-07
uc029suy.1|Kmt2d	0.86840634412494	7.80346802207739	55.6289631465843	1.58409786723033e-07	6.44018484704748e-07
uc007phb.2|Zfp386	-1.66309479746188	4.91285359825773	56.3221511972742	1.59181934713381e-07	6.46930994213435e-07
uc008oiq.1|Rps21	1.1364213937182	5.3896627530081	55.578504626124	1.59585765094292e-07	6.48345109379925e-07
uc008nge.1|Mcts2	-2.43237710450604	3.00824181400528	55.5608114376147	1.60000368658775e-07	6.49801987241079e-07
uc012bqy.1|Hacd1	-1.55092384381364	3.95573067853605	55.5501159936422	1.60251563291726e-07	6.50594432776031e-07
uc012glg.1|Cmc2	-1.35703682091628	5.92439683931815	56.321296019618	1.61302718211555e-07	6.54632892412969e-07
uc007isq.1|Zfp354c	1.94708239092229	2.17997208060838	55.4445052753261	1.62755142075931e-07	6.60296473254207e-07
uc009qej.1|Snx22	-0.987177307960404	5.85001969392895	55.3502060451309	1.65026601656324e-07	6.69277755686238e-07
uc007vtw.1|Ndufb9	-1.19369986325567	8.49776345747564	55.8315824353887	1.6602357059065e-07	6.73085775528762e-07
uc008zdk.2|Rnf10	-0.705426689328765	8.85419622987642	55.3037904104761	1.66157312540199e-07	6.73392699058304e-07
uc008sbk.2|Tmem64	-1.09131184966754	7.60637721304849	55.4941391686283	1.67016319420353e-07	6.76601793570766e-07
uc007tce.1|Sh2d4b	3.82172426434267	0.742926422899507	55.2667467921692	1.67065770798952e-07	6.76601793570766e-07
uc007nwa.2|Six1	1.04547958782811	4.95195396904623	55.2435927985367	1.67636346343918e-07	6.78675689681955e-07
uc009hzi.2|Zfp710	-0.795420602647987	4.8925688391151	55.23241099689	1.67912655177354e-07	6.79557215913093e-07
uc009mru.3|Cyld	0.920000433287199	6.96929873348394	55.2243251657244	1.68112769812823e-07	6.80129870341068e-07
uc008pzt.2|Pmvk	-1.51047465981545	6.34278314000051	58.2290635911251	1.68382665625705e-07	6.80984339231459e-07
uc011yfk.2|Ezh1	0.829979197514601	6.80230692509105	55.2004311753651	1.68705636971359e-07	6.82052789469924e-07
uc009ntl.2|Cbfa2t3	-1.22859847517514	4.14474983370315	55.1952863822689	1.68833589345533e-07	6.82332336181198e-07
uc009inb.3|Ucp2	-1.74215407920463	5.94977597765116	58.1905614037453	1.69188727010581e-07	6.83529526289614e-07
uc011yeh.1|Casc3	0.906183047668244	5.59524261194768	55.1485430913105	1.70000962194801e-07	6.86571933291429e-07
uc007ltc.1|Dcakd	-1.55238516371581	3.24412449024877	55.1433358304103	1.70131552256213e-07	6.86860264728197e-07
uc007lyk.2|Ddx42	0.830328795936139	6.79365118037154	55.0419120355106	1.72697017421367e-07	6.96975128048737e-07
uc009kpl.2|Nap1l4	-0.634306013397674	7.76979091268819	54.8820548014354	1.76826477883703e-07	7.13392775690057e-07
uc007ybt.1|Ppl	2.30250440509576	3.0197517395587	56.3834526776984	1.77122140764145e-07	7.14337226029326e-07
uc007rxn.2|Fst	1.66358102619205	2.22842587968962	54.8506351921835	1.77650693684356e-07	7.16219943995686e-07
uc009bgz.1|Akr1b8	-1.79885153655017	3.92215246639042	54.9214613464949	1.78022943412032e-07	7.17471417995766e-07
uc009eri.2|Kras	-0.795699953734529	5.95780569124989	54.7691722683496	1.79807226485677e-07	7.2441085031712e-07
uc008egm.1|Zfp24	-0.632660176792146	6.38302183564534	54.7613748172395	1.80015135484892e-07	7.2499674315557e-07
uc009pwt.2|Stoml1	0.845380105602767	4.44746243874554	54.7589444267144	1.80079992236004e-07	7.25006297680208e-07
uc009dhg.1|Tatdn2	-0.998345993330318	6.57645971107179	54.7306358430323	1.80837305117368e-07	7.27802723301014e-07
uc008ceq.1|Hspa1l	-2.02464035014399	2.01416085248062	54.7074923984375	1.81459017332122e-07	7.30051656763042e-07
uc009rkk.2|Tex264	-0.922563777150553	6.60833018768097	54.696492087971	1.81755339290313e-07	7.30990364570364e-07
uc007qfo.2|Phactr1	2.17600724395888	2.10422626881928	54.6046067666625	1.84251197870668e-07	7.40771534613086e-07
uc007oht.2|Esrrb	-3.82214717716005	2.59574967964209	54.595221107075	1.84508231994145e-07	7.41547979157624e-07
uc008rgm.2|Camk2d	0.603344684301204	6.85091843618262	54.5709259744046	1.85175390220839e-07	7.43971624907339e-07
uc007fkg.2|Dnajc12	1.60016507213489	2.8636191558589	54.5070351443099	1.86942442665689e-07	7.5081106343025e-07
uc009nej.1|Nutf2	-1.08263813580182	4.59503320871301	54.4892124599244	1.87438641529831e-07	7.52543445560773e-07
uc007whn.2|Eef1d	0.728857074709906	6.01802204012506	54.4860595119954	1.87526571556536e-07	7.52636046271355e-07
uc008eoi.1|Tmco6	1.34839136693852	3.63476098660095	54.4694712629242	1.87989928497384e-07	7.54234834147701e-07
uc007tma.2|Tmem55b	-0.748366605208453	5.49268185497299	54.4588342711157	1.88287706025302e-07	7.55168424822529e-07
uc007mxn.1|Cenpo	-0.878019905933374	4.06737610418501	54.3609195570582	1.91053039953278e-07	7.65994617338592e-07
uc008lor.2|Nop10	-1.30683315534012	5.38945305303845	54.3512868817612	1.9132746937095e-07	7.66829923009028e-07
uc009lmy.1|Vps37a	-0.78333749799019	6.2158156739611	54.3236492981344	1.92117234334454e-07	7.69729374994017e-07
uc007qyt.1|Aaed1	-1.25102984145075	5.39796131800496	54.2836062430402	1.93267801236273e-07	7.74071901188979e-07
uc008pye.2|Mtx1	-0.73107056759957	5.82472589195319	54.2566875747038	1.94045479470239e-07	7.76918460418626e-07
uc009udg.2|Apool	-1.07802745296051	5.66766376660533	54.2314416673144	1.9477792985177e-07	7.79582035208724e-07
uc007gyv.2|Acss3	-0.767627080222063	7.24908099056153	54.192903154937	1.95901847379742e-07	7.83810046602464e-07
uc007gfk.1|Lmnb2	1.24478702695358	4.26945629177085	54.1905198976971	1.95971583029526e-07	7.83818779004339e-07
uc007qrs.1|Tmed9	0.991258517817281	6.5374459892552	54.1833363563199	1.96181941726355e-07	7.84389755289765e-07
uc007ica.1|Ppp3r1	-0.714057026537104	7.07583981732779	54.1609768214163	1.96838281210562e-07	7.86742878706907e-07
uc057ahb.1|Akt1s1	-0.701802586715275	5.87434119800938	54.1378853976314	1.97518615764142e-07	7.89190254377184e-07
uc008sga.1|Akirin2	0.734560715629157	5.33711294090149	54.1335296685123	1.97647233988507e-07	7.89432308422942e-07
uc009pxk.1|Neo1	0.639628425550825	6.10688335794625	54.0470443696237	2.00219996965823e-07	7.99433112455073e-07
uc007vao.1|Ubac2	-0.832490943035315	5.34052108977719	54.0052359513468	2.01476772709418e-07	8.04174404453864e-07
uc008fpg.1|Cxxc1	-0.886758271817221	6.49191954107456	53.9963831161463	2.01743992877209e-07	8.04964081621133e-07
uc009ial.2|Rccd1	1.42840784566842	2.99697435802103	53.9936317793354	2.01827119762365e-07	8.05018931111281e-07
uc008asi.1|Zfp13	1.75267865367239	2.61149093478686	53.9773536587176	2.02319698991509e-07	8.06706346185045e-07
uc009sop.1|Ftsj1	-1.47332784030657	3.81441087010386	53.9209128566548	2.04037776473962e-07	8.13277334396216e-07
uc007icr.1|Spred2	-1.11885314434544	4.48821405898919	53.8781537288097	2.05349958485033e-07	8.18226500103651e-07
uc008sjk.2|Sigmar1	-0.883112877019944	5.77907894273438	53.8656283946291	2.05736071458326e-07	8.19483569217632e-07
uc009mjd.1|Usp38	-0.820558359813031	6.0612091305057	53.8209574765267	2.07119574706045e-07	8.24711196058422e-07
uc007lbv.2|Hoxb4	1.21530398063962	3.56789500924271	53.7715451049654	2.08661739980399e-07	8.30566781815633e-07
uc008fzw.1|Kdm2a	0.5962694549805	7.37471305426128	53.7121084587816	2.10533355089806e-07	8.37729258953025e-07
uc029wyt.1|Plet1os	-2.06657562962631	4.05753705251627	53.6155210531987	2.13613937933459e-07	8.49695756545054e-07
uc007rfa.1|Sdha	-0.891616721624291	10.7985510997723	53.5740139208729	2.14952830188174e-07	8.54728474528234e-07
uc009gux.2|Snrnp70	1.20726379339265	5.91786169614429	54.4534977645279	2.15228515798064e-07	8.55531506956129e-07
uc009cin.2|Vamp8	-1.0025186646269	5.49380265548186	53.5476066355901	2.15809403870938e-07	8.57546751066608e-07
uc007sxs.1|Mettl6	0.814834995863981	4.66676600493216	53.525342959818	2.16534460140354e-07	8.60133290314455e-07
uc009mam.1|Uba52	-2.07864367034488	3.28976555793532	53.5110574459268	2.17001090566915e-07	8.61691873322353e-07
uc008yzx.1|Tchp	1.55956008630419	3.54779235942916	53.5059622384586	2.17167788325709e-07	8.61840430485898e-07
uc007dax.2|Ier5	5.39194178491553	5.57572173140332	68.3016843723087	2.1718705668713e-07	8.61840430485898e-07
uc009ptq.1|Imp3	1.08322358322348	5.68513614070276	53.4571552319638	2.18771672646214e-07	8.67560889506564e-07
uc007dny.2|Dedd	-0.643047515696715	6.31831245790063	53.4569581609538	2.18778174842386e-07	8.67560889506564e-07
uc008hwk.3|Add3	-0.834063695477356	7.01368929159324	53.3945554765019	2.20847725661197e-07	8.7546845262961e-07
uc009myf.1|Zfp319	1.08554412171935	3.82384044036293	53.3614391331955	2.21954664103465e-07	8.79555999860826e-07
