ID	logFC	FDR	Direction
uc008gwr.1|Cep78	0.5	0.25	down
uc008gwr.1|Cep78	0.5	0.05	down
uc007otp.2|Fbln5	1	0.05	up
uc007otp.2|Fbln5	1	0.25	up
uc007otp.2|Fbln5	0.5	0.05	up
uc007otp.2|Fbln5	0.5	0.25	up
uc008uot.2|Bmp8b	0.5	0.05	down
uc008uot.2|Bmp8b	0.5	0.25	down
uc008uot.2|Bmp8b	1	0.05	down
uc008uot.2|Bmp8b	1	0.25	down
uc008nfe.1|Rbck1	0.5	0.05	down
uc008nfe.1|Rbck1	0.5	0.25	down
uc009nmd.2|Mlkl	0.5	0.05	up
uc009nmd.2|Mlkl	0.5	0.25	up
uc009nmd.2|Mlkl	1	0.25	up
uc009nmd.2|Mlkl	1	0.05	up
uc008oiq.1|Rps21	0.5	0.25	up
uc008oiq.1|Rps21	0.5	0.05	up
uc008oiq.1|Rps21	1	0.25	up
uc008oiq.1|Rps21	1	0.05	up
uc009ljy.1|Purg	0.5	0.05	up
uc009ljy.1|Purg	0.5	0.25	up
uc007wme.1|Lrrc24	0.5	0.25	down
uc007wme.1|Lrrc24	0.5	0.05	down
uc007wme.1|Lrrc24	1	0.05	down
uc007wme.1|Lrrc24	1	0.25	down
uc007dqp.1|Tagln2	0.5	0.25	up
uc007rss.1|Sgtb	1	0.25	down
uc007rss.1|Sgtb	1	0.05	down
uc007rss.1|Sgtb	0.5	0.05	down
uc007rss.1|Sgtb	0.5	0.25	down
uc008nzm.1|B4galt5	1	0.05	down
uc008nzm.1|B4galt5	1	0.25	down
uc008nzm.1|B4galt5	0.5	0.05	down
uc008nzm.1|B4galt5	0.5	0.25	down
uc009mmn.2|Cacna1a	0.5	0.25	up
uc009mmn.2|Cacna1a	0.5	0.05	up
uc008tsa.2|Caap1	0.5	0.25	up
uc008tsa.2|Caap1	0.5	0.05	up
uc009qsq.1|Lysmd2	0.5	0.05	up
uc009qsq.1|Lysmd2	0.5	0.25	up
uc009axs.2|A430035B10Rik	1	0.05	down
uc009axs.2|A430035B10Rik	1	0.25	down
uc009axs.2|A430035B10Rik	0.5	0.05	down
uc009axs.2|A430035B10Rik	0.5	0.25	down
uc009gab.1|Ech1	0.5	0.05	down
uc009gab.1|Ech1	0.5	0.25	down
uc009gab.1|Ech1	1	0.05	down
uc009gab.1|Ech1	1	0.25	down
uc009cfe.1|E230016M11Rik	0.5	0.25	up
uc009cfe.1|E230016M11Rik	0.5	0.05	up
uc009cfe.1|E230016M11Rik	1	0.05	up
uc009cfe.1|E230016M11Rik	1	0.25	up
uc007wxm.1|Tob2	0.5	0.05	down
uc007wxm.1|Tob2	0.5	0.25	down
uc007xdr.1|Trmu	0.5	0.25	down
uc007xdr.1|Trmu	0.5	0.05	down
uc007nvd.1|L3hypdh	0.5	0.05	down
uc007nvd.1|L3hypdh	0.5	0.25	down
uc007nvd.1|L3hypdh	1	0.05	down
uc007nvd.1|L3hypdh	1	0.25	down
uc007jat.2|Irgm2	0.5	0.05	up
uc007jat.2|Irgm2	0.5	0.25	up
uc007jat.2|Irgm2	1	0.05	up
uc007jat.2|Irgm2	1	0.25	up
uc007kqf.1|Tada2a	0.5	0.05	up
uc007kqf.1|Tada2a	0.5	0.25	up
uc009tnt.3|Mecp2	0.5	0.25	up
uc009tnt.3|Mecp2	0.5	0.05	up
uc008rxc.2|Impad1	0.5	0.25	down
uc008rxc.2|Impad1	0.5	0.05	down
uc009fgq.1|Gltscr2	0.5	0.25	up
uc009fgq.1|Gltscr2	0.5	0.05	up
uc009fgq.1|Gltscr2	1	0.05	up
uc009fgq.1|Gltscr2	1	0.25	up
uc008hds.1|Ric1	1	0.05	down
uc008hds.1|Ric1	1	0.25	down
uc008hds.1|Ric1	0.5	0.05	down
uc008hds.1|Ric1	0.5	0.25	down
uc007rxu.2|Mocs2	0.5	0.05	down
uc007rxu.2|Mocs2	0.5	0.25	down
uc007rxu.2|Mocs2	1	0.25	down
uc007rxu.2|Mocs2	1	0.05	down
uc007yae.2|Nmral1	0.5	0.25	up
uc007yae.2|Nmral1	0.5	0.05	up
uc008wyj.2|Supt7l	0.5	0.25	down
uc008wyj.2|Supt7l	0.5	0.05	down
uc009cnc.1|Dctn1	0.5	0.05	up
uc009cnc.1|Dctn1	0.5	0.25	up
uc009tym.3|Rps4x	1	0.05	up
uc009tym.3|Rps4x	1	0.25	up
uc009tym.3|Rps4x	0.5	0.25	up
uc009tym.3|Rps4x	0.5	0.05	up
uc007qaz.1|Bphl	0.5	0.05	down
uc007qaz.1|Bphl	0.5	0.25	down
uc009mec.1|Pgls	0.5	0.05	down
uc009mec.1|Pgls	0.5	0.25	down
uc009mec.1|Pgls	1	0.05	down
uc009mec.1|Pgls	1	0.25	down
uc008tyr.2|Ttc4	0.5	0.25	down
uc008tyr.2|Ttc4	0.5	0.05	down
uc007hhh.2|Xrcc6bp1	0.5	0.25	down
uc007hhh.2|Xrcc6bp1	0.5	0.05	down
uc007klq.2|Rhot1	1	0.05	down
uc007klq.2|Rhot1	1	0.25	down
uc007klq.2|Rhot1	0.5	0.05	down
uc007klq.2|Rhot1	0.5	0.25	down
uc008xwc.2|Noa1	0.5	0.25	down
uc008xwc.2|Noa1	0.5	0.05	down
uc009apa.2|Gm15408	0.5	0.25	down
uc007mxk.2|Adcy3	0.5	0.05	down
uc007mxk.2|Adcy3	0.5	0.25	down
uc007mxk.2|Adcy3	1	0.25	down
uc007mxk.2|Adcy3	1	0.05	down
uc008qaf.2|Il6ra	1	0.25	up
uc008qaf.2|Il6ra	1	0.05	up
uc008qaf.2|Il6ra	0.5	0.05	up
uc008qaf.2|Il6ra	0.5	0.25	up
uc009gtj.2|Rpl13a	0.5	0.25	up
uc009gtj.2|Rpl13a	0.5	0.05	up
uc007gca.2|Midn	0.5	0.05	down
uc007gca.2|Midn	0.5	0.25	down
uc008cwm.2|Foxp4	0.5	0.05	down
uc008cwm.2|Foxp4	0.5	0.25	down
uc008qlj.1|Mrps21	1	0.25	down
uc008qlj.1|Mrps21	1	0.05	down
uc008qlj.1|Mrps21	0.5	0.05	down
uc008qlj.1|Mrps21	0.5	0.25	down
uc009ssb.2|Maob	0.5	0.05	up
uc009ssb.2|Maob	0.5	0.25	up
uc007pdw.1|Klc1	0.5	0.25	up
uc007pdw.1|Klc1	0.5	0.05	up
uc008olv.2|Rtel1	0.5	0.05	down
uc008olv.2|Rtel1	0.5	0.25	down
uc008rhy.1|Enpep	0.5	0.05	up
uc008rhy.1|Enpep	0.5	0.25	up
uc009pcy.1|H2afx	0.5	0.25	up
uc009pcy.1|H2afx	0.5	0.05	up
uc008znz.2|Vps33a	0.5	0.05	down
uc008znz.2|Vps33a	0.5	0.25	down
uc008znz.2|Vps33a	1	0.25	down
uc008znz.2|Vps33a	1	0.05	down
uc009ucm.1|Brwd3	0.5	0.25	down
uc009ucm.1|Brwd3	0.5	0.05	down
uc008qwa.2|Dennd2d	1	0.05	up
uc008qwa.2|Dennd2d	1	0.25	up
uc008qwa.2|Dennd2d	0.5	0.25	up
uc008qwa.2|Dennd2d	0.5	0.05	up
uc008fxw.2|Aldh3b2	0.5	0.05	down
uc008fxw.2|Aldh3b2	0.5	0.25	down
uc008fxw.2|Aldh3b2	1	0.05	down
uc008fxw.2|Aldh3b2	1	0.25	down
uc009evz.1|Rps9	1	0.05	up
uc009evz.1|Rps9	1	0.25	up
uc009evz.1|Rps9	0.5	0.05	up
uc009evz.1|Rps9	0.5	0.25	up
uc012gqh.2|Fam118b	1	0.25	down
uc012gqh.2|Fam118b	1	0.05	down
uc012gqh.2|Fam118b	0.5	0.05	down
uc012gqh.2|Fam118b	0.5	0.25	down
uc007loz.1|Vat1	1	0.25	up
uc007loz.1|Vat1	1	0.05	up
uc007loz.1|Vat1	0.5	0.25	up
uc007loz.1|Vat1	0.5	0.05	up
uc009puz.1|Cox5a	0.5	0.25	down
uc009puz.1|Cox5a	0.5	0.05	down
uc009puz.1|Cox5a	1	0.25	down
uc009puz.1|Cox5a	1	0.05	down
uc009afu.2|A430033K04Rik	0.5	0.25	up
uc009afu.2|A430033K04Rik	0.5	0.05	up
uc009ajw.2|Zfp316	1	0.25	up
uc009ajw.2|Zfp316	1	0.05	up
uc009ajw.2|Zfp316	0.5	0.25	up
uc009ajw.2|Zfp316	0.5	0.05	up
uc009jfx.1|Ctr9	0.5	0.05	down
uc009jfx.1|Ctr9	0.5	0.25	down
uc007srr.1|Ppif	0.5	0.25	down
uc007srr.1|Ppif	0.5	0.05	down
uc007srr.1|Ppif	1	0.25	down
uc007srr.1|Ppif	1	0.05	down
uc033isa.1|Mturn	0.5	0.05	up
uc033isa.1|Mturn	0.5	0.25	up
uc033isa.1|Mturn	1	0.05	up
uc033isa.1|Mturn	1	0.25	up
uc008cgj.2|Prrc2a	0.5	0.05	up
uc008cgj.2|Prrc2a	0.5	0.25	up
uc009fac.1|Rasl2-9	0.5	0.25	down
uc009fac.1|Rasl2-9	0.5	0.05	down
uc009fac.1|Rasl2-9	1	0.25	down
uc009fac.1|Rasl2-9	1	0.05	down
uc009tgp.1|Mtap7d3	0.5	0.05	up
uc009tgp.1|Mtap7d3	0.5	0.25	up
uc007jfv.2|Atpaf2	1	0.05	down
uc007jfv.2|Atpaf2	1	0.25	down
uc007jfv.2|Atpaf2	0.5	0.25	down
uc007jfv.2|Atpaf2	0.5	0.05	down
uc008pru.2|Kirrel	1	0.25	up
uc008pru.2|Kirrel	1	0.05	up
uc008pru.2|Kirrel	0.5	0.25	up
uc008pru.2|Kirrel	0.5	0.05	up
uc007vgw.1|Amacr	1	0.05	down
uc007vgw.1|Amacr	1	0.25	down
uc007vgw.1|Amacr	0.5	0.05	down
uc007vgw.1|Amacr	0.5	0.25	down
uc008hgg.2|Acta2	1	0.25	up
uc008hgg.2|Acta2	1	0.05	up
uc008hgg.2|Acta2	0.5	0.05	up
uc008hgg.2|Acta2	0.5	0.25	up
uc008vpf.1|Dnajc16	0.5	0.05	down
uc008vpf.1|Dnajc16	0.5	0.25	down
uc008vpf.1|Dnajc16	1	0.05	down
uc008vpf.1|Dnajc16	1	0.25	down
uc008lor.2|Nop10	0.5	0.05	down
uc008lor.2|Nop10	0.5	0.25	down
uc008lor.2|Nop10	1	0.25	down
uc008lor.2|Nop10	1	0.05	down
uc007xzg.2|Slx4	0.5	0.05	up
uc007xzg.2|Slx4	0.5	0.25	up
uc009mdr.1|Bst2	1	0.25	up
uc009mdr.1|Bst2	1	0.05	up
uc009mdr.1|Bst2	0.5	0.25	up
uc009mdr.1|Bst2	0.5	0.05	up
uc007hyc.1|Ddx56	0.5	0.25	up
uc007hyc.1|Ddx56	0.5	0.05	up
uc007vac.1|Stk24	0.5	0.25	down
uc007vac.1|Stk24	0.5	0.05	down
uc008iuy.1|Sdccag3	0.5	0.05	down
uc008iuy.1|Sdccag3	0.5	0.25	down
uc007ilf.1|Pank3	0.5	0.25	up
uc007ilf.1|Pank3	0.5	0.05	up
uc007kbx.1|Rap1gap2	0.5	0.05	up
uc007kbx.1|Rap1gap2	0.5	0.25	up
uc007kbx.1|Rap1gap2	1	0.05	up
uc007kbx.1|Rap1gap2	1	0.25	up
uc009pso.1|Scaper	1	0.05	up
uc009pso.1|Scaper	1	0.25	up
uc009pso.1|Scaper	0.5	0.25	up
uc009pso.1|Scaper	0.5	0.05	up
uc009kug.1|Arglu1	0.5	0.25	up
uc009kug.1|Arglu1	0.5	0.05	up
uc008hbf.1|Kank1	1	0.05	up
uc008hbf.1|Kank1	1	0.25	up
uc008hbf.1|Kank1	0.5	0.05	up
uc008hbf.1|Kank1	0.5	0.25	up
uc008ueb.1|Trabd2b	0.5	0.25	up
uc007zga.3|Zbtb20	0.5	0.05	down
uc007zga.3|Zbtb20	0.5	0.25	down
uc009caq.1|Aqp1	0.5	0.05	up
uc009caq.1|Aqp1	0.5	0.25	up
uc009caq.1|Aqp1	1	0.25	up
uc009caq.1|Aqp1	1	0.05	up
uc009ujo.2|Slc25a53	1	0.05	up
uc009ujo.2|Slc25a53	1	0.25	up
uc009ujo.2|Slc25a53	0.5	0.25	up
uc009ujo.2|Slc25a53	0.5	0.05	up
uc009err.1|Rassf8	0.5	0.05	up
uc009err.1|Rassf8	0.5	0.25	up
uc009uvo.1|Piga	0.5	0.05	up
uc009uvo.1|Piga	0.5	0.25	up
uc009uvo.1|Piga	1	0.05	up
uc009uvo.1|Piga	1	0.25	up
uc008zop.3|Hcar2	1	0.05	up
uc008zop.3|Hcar2	1	0.25	up
uc008zop.3|Hcar2	0.5	0.25	up
uc008zop.3|Hcar2	0.5	0.05	up
uc007aqw.1|Cox5b	1	0.25	down
uc007aqw.1|Cox5b	1	0.05	down
uc007aqw.1|Cox5b	0.5	0.05	down
uc007aqw.1|Cox5b	0.5	0.25	down
uc008zqg.2|Tctn2	1	0.05	up
uc008zqg.2|Tctn2	1	0.25	up
uc008zqg.2|Tctn2	0.5	0.05	up
uc008zqg.2|Tctn2	0.5	0.25	up
uc008odk.1|Ctcflos	0.5	0.05	down
uc008odk.1|Ctcflos	0.5	0.25	down
uc008odk.1|Ctcflos	1	0.25	down
uc008odk.1|Ctcflos	1	0.05	down
uc009igi.2|l7Rn6	1	0.05	down
uc009igi.2|l7Rn6	1	0.25	down
uc009igi.2|l7Rn6	0.5	0.25	down
uc009igi.2|l7Rn6	0.5	0.05	down
uc007kga.1|Cpd	0.5	0.05	up
uc007kga.1|Cpd	0.5	0.25	up
uc007mvw.2|Fn3k	0.5	0.25	down
uc007mvw.2|Fn3k	0.5	0.05	down
uc007pif.3|Sp4	0.5	0.05	up
uc007pif.3|Sp4	0.5	0.25	up
uc008tib.1|Megf9	1	0.05	down
uc008tib.1|Megf9	1	0.25	down
uc008tib.1|Megf9	0.5	0.05	down
uc008tib.1|Megf9	0.5	0.25	down
uc009ksd.2|Pcp2	0.5	0.25	down
uc009ksd.2|Pcp2	0.5	0.05	down
uc008avv.2|Eci1	1	0.05	down
uc008avv.2|Eci1	1	0.25	down
uc008avv.2|Eci1	0.5	0.05	down
uc008avv.2|Eci1	0.5	0.25	down
uc008kfn.1|Ttn	0.5	0.25	up
uc008kfn.1|Ttn	0.5	0.05	up
uc008kfn.1|Ttn	1	0.05	up
uc008kfn.1|Ttn	1	0.25	up
uc029xno.2|Kantr	0.5	0.25	up
uc029xno.2|Kantr	0.5	0.05	up
uc029xno.2|Kantr	1	0.25	up
uc029xno.2|Kantr	1	0.05	up
uc009npn.1|Mlycd	1	0.05	down
uc009npn.1|Mlycd	1	0.25	down
uc009npn.1|Mlycd	0.5	0.25	down
uc009npn.1|Mlycd	0.5	0.05	down
uc008yrv.2|Hscb	0.5	0.25	down
uc008yrv.2|Hscb	0.5	0.05	down
uc008ebr.2|Cables1	0.5	0.25	down
uc008ebr.2|Cables1	0.5	0.05	down
uc009aeu.1|Mcm7	1	0.25	up
uc009aeu.1|Mcm7	1	0.05	up
uc009aeu.1|Mcm7	0.5	0.05	up
uc009aeu.1|Mcm7	0.5	0.25	up
uc007nxi.1|AK044480	0.5	0.05	up
uc007nxi.1|AK044480	0.5	0.25	up
uc007nxi.1|AK044480	1	0.05	up
uc007nxi.1|AK044480	1	0.25	up
uc009ekf.2|Etv6	1	0.25	down
uc009ekf.2|Etv6	1	0.05	down
uc009ekf.2|Etv6	0.5	0.05	down
uc009ekf.2|Etv6	0.5	0.25	down
uc012aqk.1|Tnxb	0.5	0.05	up
uc012aqk.1|Tnxb	0.5	0.25	up
uc007twj.2|Ajuba	1	0.25	up
uc007twj.2|Ajuba	1	0.05	up
uc007twj.2|Ajuba	0.5	0.05	up
uc007twj.2|Ajuba	0.5	0.25	up
uc008quo.3|Mov10	1	0.05	up
uc008quo.3|Mov10	1	0.25	up
uc008quo.3|Mov10	0.5	0.05	up
uc008quo.3|Mov10	0.5	0.25	up
uc012gcj.2|Dlc1	1	0.05	up
uc012gcj.2|Dlc1	1	0.25	up
uc012gcj.2|Dlc1	0.5	0.25	up
uc012gcj.2|Dlc1	0.5	0.05	up
uc012gyp.1|AK216726	1	0.25	down
uc012gyp.1|AK216726	1	0.05	down
uc012gyp.1|AK216726	0.5	0.25	down
uc012gyp.1|AK216726	0.5	0.05	down
uc008qhp.1|Zfp687	0.5	0.25	up
uc008qhp.1|Zfp687	0.5	0.05	up
uc009mue.2|Mmp2	0.5	0.05	up
uc009mue.2|Mmp2	0.5	0.25	up
uc009mue.2|Mmp2	1	0.25	up
uc009mue.2|Mmp2	1	0.05	up
uc007rmn.1|F2r	1	0.25	down
uc007rmn.1|F2r	1	0.05	down
uc007rmn.1|F2r	0.5	0.25	down
uc007rmn.1|F2r	0.5	0.05	down
uc008xko.1|Sepsecs	0.5	0.05	down
uc008xko.1|Sepsecs	0.5	0.25	down
uc008xko.1|Sepsecs	1	0.05	down
uc008xko.1|Sepsecs	1	0.25	down
uc008cty.2|Mea1	0.5	0.25	down
uc008cty.2|Mea1	0.5	0.05	down
uc008cty.2|Mea1	1	0.25	down
uc008cty.2|Mea1	1	0.05	down
uc007xxz.1|Zfp385a	1	0.05	down
uc007xxz.1|Zfp385a	1	0.25	down
uc007xxz.1|Zfp385a	0.5	0.25	down
uc007xxz.1|Zfp385a	0.5	0.05	down
uc008wro.1|Fastk	0.5	0.05	down
uc008wro.1|Fastk	0.5	0.25	down
uc008tgs.1|6330416G13Rik	1	0.25	down
uc008tgs.1|6330416G13Rik	1	0.05	down
uc008tgs.1|6330416G13Rik	0.5	0.25	down
uc008tgs.1|6330416G13Rik	0.5	0.05	down
uc009ikn.1|AK009395	0.5	0.25	up
uc009ikn.1|AK009395	0.5	0.05	up
uc009orz.2|Fli1	0.5	0.25	up
uc008qqr.2|Gdap2	0.5	0.05	down
uc008qqr.2|Gdap2	0.5	0.25	down
uc009fvh.2|Snrpa	0.5	0.25	up
uc008ciu.2|Ppp1r18	1	0.25	up
uc008ciu.2|Ppp1r18	1	0.05	up
uc008ciu.2|Ppp1r18	0.5	0.25	up
uc008ciu.2|Ppp1r18	0.5	0.05	up
uc007bst.2|Pid1	0.5	0.05	up
uc007bst.2|Pid1	0.5	0.25	up
uc007bst.2|Pid1	1	0.25	up
uc007bst.2|Pid1	1	0.05	up
uc007lhn.2|Msl1	1	0.25	up
uc007lhn.2|Msl1	1	0.05	up
uc007lhn.2|Msl1	0.5	0.05	up
uc007lhn.2|Msl1	0.5	0.25	up
uc009dcd.2|Pdzrn3	0.5	0.05	up
uc009dcd.2|Pdzrn3	0.5	0.25	up
uc008esb.1|Pcdh12	0.5	0.25	up
uc008esb.1|Pcdh12	0.5	0.05	up
uc008esb.1|Pcdh12	1	0.05	up
uc008esb.1|Pcdh12	1	0.25	up
uc009agg.2|Get4	1	0.25	down
uc009agg.2|Get4	1	0.05	down
uc009agg.2|Get4	0.5	0.05	down
uc009agg.2|Get4	0.5	0.25	down
uc007mmx.2|Snhg20	0.5	0.25	up
uc007mmx.2|Snhg20	0.5	0.05	up
uc007hlu.2|Timeless	1	0.25	up
uc007hlu.2|Timeless	1	0.05	up
uc007hlu.2|Timeless	0.5	0.05	up
uc007hlu.2|Timeless	0.5	0.25	up
uc008dlx.1|Myom1	1	0.25	down
uc008dlx.1|Myom1	1	0.05	down
uc008dlx.1|Myom1	0.5	0.05	down
uc008dlx.1|Myom1	0.5	0.25	down
uc009bta.1|Cul1	0.5	0.05	down
uc009bta.1|Cul1	0.5	0.25	down
uc007kdw.2|Tlcd2	0.5	0.05	down
uc007kdw.2|Tlcd2	0.5	0.25	down
uc007kdw.2|Tlcd2	1	0.25	down
uc007kdw.2|Tlcd2	1	0.05	down
uc008tae.1|Snx30	0.5	0.05	up
uc008tae.1|Snx30	0.5	0.25	up
uc008tae.1|Snx30	1	0.25	up
uc008tae.1|Snx30	1	0.05	up
uc008ygx.1|Hnrnpdl	0.5	0.05	up
uc008ygx.1|Hnrnpdl	0.5	0.25	up
uc007mgv.2|Tmem104	0.5	0.05	down
uc007mgv.2|Tmem104	0.5	0.25	down
uc008gjc.1|Prdx5	0.5	0.05	down
uc008gjc.1|Prdx5	0.5	0.25	down
uc008lkg.3|Qser1	0.5	0.05	down
uc008lkg.3|Qser1	0.5	0.25	down
uc011yxk.2|Lrrc16a	0.5	0.25	down
uc011yxk.2|Lrrc16a	0.5	0.05	down
uc007xzx.1|Pam16	1	0.05	down
uc007xzx.1|Pam16	1	0.25	down
uc007xzx.1|Pam16	0.5	0.25	down
uc007xzx.1|Pam16	0.5	0.05	down
uc009diy.1|Raf1	0.5	0.05	down
uc009diy.1|Raf1	0.5	0.25	down
uc007hdo.1|Nup107	0.5	0.25	up
uc007hdo.1|Nup107	0.5	0.05	up
uc007hdo.1|Nup107	1	0.05	up
uc007hdo.1|Nup107	1	0.25	up
uc007etg.1|Hint3	1	0.25	down
uc007etg.1|Hint3	1	0.05	down
uc007etg.1|Hint3	0.5	0.05	down
uc007etg.1|Hint3	0.5	0.25	down
uc009ine.1|Coa4	1	0.05	down
uc009ine.1|Coa4	1	0.25	down
uc009ine.1|Coa4	0.5	0.05	down
uc009ine.1|Coa4	0.5	0.25	down
uc007ewi.2|Mfsd4b3	0.5	0.05	down
uc007ewi.2|Mfsd4b3	0.5	0.25	down
uc007ewi.2|Mfsd4b3	1	0.25	down
uc007ewi.2|Mfsd4b3	1	0.05	down
uc008sfu.1|Pnrc1	0.5	0.25	up
uc008sfu.1|Pnrc1	0.5	0.05	up
uc008ddm.2|Clpp	1	0.05	down
uc008ddm.2|Clpp	1	0.25	down
uc008ddm.2|Clpp	0.5	0.25	down
uc008ddm.2|Clpp	0.5	0.05	down
uc009ciz.2|Tcf7l1	0.5	0.25	up
uc009ciz.2|Tcf7l1	0.5	0.05	up
uc009ciz.2|Tcf7l1	1	0.05	up
uc009ciz.2|Tcf7l1	1	0.25	up
uc007jrk.2|Polr2a	0.5	0.25	up
uc007jrk.2|Polr2a	0.5	0.05	up
uc009rxh.3|Tmppe	0.5	0.05	up
uc009rxh.3|Tmppe	0.5	0.25	up
uc009rxh.3|Tmppe	1	0.05	up
uc009rxh.3|Tmppe	1	0.25	up
uc012hqt.1|Phf8	1	0.25	up
uc012hqt.1|Phf8	1	0.05	up
uc012hqt.1|Phf8	0.5	0.25	up
uc012hqt.1|Phf8	0.5	0.05	up
uc008vbu.1|Rpa2	0.5	0.25	up
uc008vbu.1|Rpa2	0.5	0.05	up
uc008vbu.1|Rpa2	1	0.05	up
uc008vbu.1|Rpa2	1	0.25	up
uc007fgx.2|Tacr2	1	0.05	down
uc007fgx.2|Tacr2	1	0.25	down
uc007fgx.2|Tacr2	0.5	0.25	down
uc007fgx.2|Tacr2	0.5	0.05	down
uc007vmy.2|Pabpc1	0.5	0.05	up
uc007vmy.2|Pabpc1	0.5	0.25	up
uc007avz.2|Tex30	0.5	0.25	down
uc007nom.1|Ppp2r3c	0.5	0.05	down
uc007nom.1|Ppp2r3c	0.5	0.25	down
uc008sbm.1|Decr1	1	0.25	down
uc008sbm.1|Decr1	1	0.05	down
uc008sbm.1|Decr1	0.5	0.05	down
uc008sbm.1|Decr1	0.5	0.25	down
uc007dtq.2|Opn3	0.5	0.05	up
uc007dtq.2|Opn3	0.5	0.25	up
uc007dtq.2|Opn3	1	0.05	up
uc007dtq.2|Opn3	1	0.25	up
uc008beg.1|Ergic1	1	0.05	down
uc008beg.1|Ergic1	1	0.25	down
uc008beg.1|Ergic1	0.5	0.05	down
uc008beg.1|Ergic1	0.5	0.25	down
uc009ldh.2|Vdac3	0.5	0.05	down
uc009ldh.2|Vdac3	0.5	0.25	down
uc008xby.1|Mxd4	0.5	0.25	down
uc008xby.1|Mxd4	0.5	0.05	down
uc008nkv.1|Acss2	0.5	0.25	down
uc008nkv.1|Acss2	0.5	0.05	down
uc008nkv.1|Acss2	1	0.25	down
uc008nkv.1|Acss2	1	0.05	down
uc008cdk.2|C4b	1	0.25	up
uc008cdk.2|C4b	1	0.05	up
uc008cdk.2|C4b	0.5	0.25	up
uc008cdk.2|C4b	0.5	0.05	up
uc033goq.1|Dennd6a	1	0.25	down
uc033goq.1|Dennd6a	1	0.05	down
uc033goq.1|Dennd6a	0.5	0.25	down
uc033goq.1|Dennd6a	0.5	0.05	down
uc007dlw.2|Uap1	0.5	0.25	up
uc007dlw.2|Uap1	0.5	0.05	up
uc009awd.2|Pon1	0.5	0.25	up
uc007yet.1|Txndc11	0.5	0.25	down
uc007yet.1|Txndc11	0.5	0.05	down
uc007yet.1|Txndc11	1	0.05	down
uc007yet.1|Txndc11	1	0.25	down
uc008ynp.1|Tmed5	0.5	0.05	down
uc008ynp.1|Tmed5	0.5	0.25	down
uc008ynp.1|Tmed5	1	0.05	down
uc008ynp.1|Tmed5	1	0.25	down
uc008tid.2|Tle1	0.5	0.05	up
uc008tid.2|Tle1	0.5	0.25	up
uc008tid.2|Tle1	1	0.25	up
uc008tid.2|Tle1	1	0.05	up
uc007zcd.1|Fam162a	1	0.25	down
uc007zcd.1|Fam162a	1	0.05	down
uc007zcd.1|Fam162a	0.5	0.05	down
uc007zcd.1|Fam162a	0.5	0.25	down
uc007gkf.1|Slc41a2	0.5	0.25	down
uc007gkf.1|Slc41a2	0.5	0.05	down
uc007gkf.1|Slc41a2	1	0.05	down
uc007gkf.1|Slc41a2	1	0.25	down
uc007dxq.2|Enah	1	0.25	up
uc007dxq.2|Enah	1	0.05	up
uc007dxq.2|Enah	0.5	0.05	up
uc007dxq.2|Enah	0.5	0.25	up
uc008hxj.1|Gpam	0.5	0.25	down
uc008hxj.1|Gpam	0.5	0.05	down
uc008hxj.1|Gpam	1	0.25	down
uc008hxj.1|Gpam	1	0.05	down
uc029unp.1|Mcl1	0.5	0.25	up
uc029unp.1|Mcl1	0.5	0.05	up
uc007ymp.2|Slc25a1	0.5	0.25	down
uc007ymp.2|Slc25a1	0.5	0.05	down
uc007ymp.2|Slc25a1	1	0.05	down
uc007ymp.2|Slc25a1	1	0.25	down
uc007wjs.1|Cyc1	0.5	0.25	down
uc007wjs.1|Cyc1	0.5	0.05	down
uc007wjs.1|Cyc1	1	0.25	down
uc007wjs.1|Cyc1	1	0.05	down
uc008bpu.1|Taf11	0.5	0.05	down
uc008bpu.1|Taf11	0.5	0.25	down
uc007lyh.2|Strada	0.5	0.05	down
uc007lyh.2|Strada	0.5	0.25	down
uc007lyh.2|Strada	1	0.05	down
uc007lyh.2|Strada	1	0.25	down
uc009jgc.1|Galnt18	0.5	0.05	down
uc009jgc.1|Galnt18	0.5	0.25	down
uc009mmi.2|Mri1	0.5	0.05	up
uc009mmi.2|Mri1	0.5	0.25	up
uc008zqd.2|Eif2b1	0.5	0.25	down
uc008zqd.2|Eif2b1	0.5	0.05	down
uc008zqd.2|Eif2b1	1	0.25	down
uc008zqd.2|Eif2b1	1	0.05	down
uc007qfi.1|Adtrp	0.5	0.25	down
uc007qfi.1|Adtrp	0.5	0.05	down
uc007qfi.1|Adtrp	1	0.05	down
uc007qfi.1|Adtrp	1	0.25	down
uc007wxr.1|Polr3h	0.5	0.25	up
uc007wxr.1|Polr3h	0.5	0.05	up
uc007wxr.1|Polr3h	1	0.05	up
uc007wxr.1|Polr3h	1	0.25	up
uc007fux.1|Col6a1	1	0.05	up
uc007fux.1|Col6a1	1	0.25	up
uc007fux.1|Col6a1	0.5	0.25	up
uc007fux.1|Col6a1	0.5	0.05	up
uc009nlz.2|AB351656	0.5	0.05	down
uc009nlz.2|AB351656	0.5	0.25	down
uc009nlz.2|AB351656	1	0.25	down
uc009nlz.2|AB351656	1	0.05	down
uc009idq.1|Stard5	0.5	0.25	down
uc009idq.1|Stard5	0.5	0.05	down
uc009idq.1|Stard5	1	0.25	down
uc009idq.1|Stard5	1	0.05	down
uc009lyx.2|Borcs8	0.5	0.05	down
