ID	logFC	FDR	Direction
uc008agb.2|Gtf2h5	0.5	0.25	down
uc008agb.2|Gtf2h5	0.5	0.05	down
uc007lan.2|Phb	1	0.25	down
uc007lan.2|Phb	1	0.05	down
uc007lan.2|Phb	0.5	0.25	down
uc007lan.2|Phb	0.5	0.05	down
uc008fzh.1|Rad9a	0.5	0.25	down
uc008fzh.1|Rad9a	0.5	0.05	down
uc009jrf.1|Atp2a1	0.5	0.25	up
uc009jrf.1|Atp2a1	0.5	0.05	up
uc009jrf.1|Atp2a1	1	0.25	up
uc009jrf.1|Atp2a1	1	0.05	up
uc008wjg.1|Steap4	1	0.05	up
uc008wjg.1|Steap4	1	0.25	up
uc008wjg.1|Steap4	0.5	0.05	up
uc008wjg.1|Steap4	0.5	0.25	up
uc008zvb.1|BC026208	0.5	0.25	up
uc008zvb.1|BC026208	0.5	0.05	up
uc008syp.1|Txn1	0.5	0.25	up
uc008syp.1|Txn1	0.5	0.05	up
uc008hnq.1|R3hcc1l	1	0.25	up
uc008hnq.1|R3hcc1l	1	0.05	up
uc008hnq.1|R3hcc1l	0.5	0.05	up
uc008hnq.1|R3hcc1l	0.5	0.25	up
uc008xpp.2|Tmem33	0.5	0.25	down
uc008xpp.2|Tmem33	0.5	0.05	down
uc008ihl.2|Taf3	0.5	0.25	up
uc008ihl.2|Taf3	0.5	0.05	up
uc007ely.2|Abracl	0.5	0.05	up
uc007ely.2|Abracl	0.5	0.25	up
uc008qaa.2|Chrnb2	1	0.05	down
uc008qaa.2|Chrnb2	1	0.25	down
uc008qaa.2|Chrnb2	0.5	0.25	down
uc008qaa.2|Chrnb2	0.5	0.05	down
uc029vbh.1|Noc2l	0.5	0.05	up
uc029vbh.1|Noc2l	0.5	0.25	up
uc008mdb.2|Cops2	0.5	0.25	down
uc008mdb.2|Cops2	0.5	0.05	down
uc008mdb.2|Cops2	1	0.05	down
uc008mdb.2|Cops2	1	0.25	down
uc009rml.1|Gnai2	0.5	0.25	up
uc009rml.1|Gnai2	0.5	0.05	up
uc007ncf.2|E2f6	0.5	0.25	down
uc007ncf.2|E2f6	0.5	0.05	down
uc007qfe.3|Nedd9	0.5	0.25	up
uc007qfe.3|Nedd9	0.5	0.05	up
uc007qfe.3|Nedd9	1	0.25	up
uc007qfe.3|Nedd9	1	0.05	up
uc009kyv.2|Tdrp	0.5	0.05	up
uc009kyv.2|Tdrp	0.5	0.25	up
uc008hrn.1|Mgea5	0.5	0.05	up
uc008hrn.1|Mgea5	0.5	0.25	up
uc008hrn.1|Mgea5	1	0.25	up
uc008hrn.1|Mgea5	1	0.05	up
uc007nss.1|Atp5s	0.5	0.25	down
uc007nss.1|Atp5s	0.5	0.05	down
uc008vvv.1|Pgd	1	0.05	down
uc008vvv.1|Pgd	1	0.25	down
uc008vvv.1|Pgd	0.5	0.05	down
uc008vvv.1|Pgd	0.5	0.25	down
uc007dxo.2|Lbr	0.5	0.25	up
uc007dxo.2|Lbr	0.5	0.05	up
uc007dxo.2|Lbr	1	0.05	up
uc007dxo.2|Lbr	1	0.25	up
uc009jrs.1|Atxn2l	0.5	0.25	up
uc009jrs.1|Atxn2l	0.5	0.05	up
uc009ivz.1|AK150759	1	0.25	up
uc009ivz.1|AK150759	1	0.05	up
uc009ivz.1|AK150759	0.5	0.25	up
uc009ivz.1|AK150759	0.5	0.05	up
uc008bvx.1|Notch3	1	0.25	up
uc008bvx.1|Notch3	1	0.05	up
uc008bvx.1|Notch3	0.5	0.25	up
uc008bvx.1|Notch3	0.5	0.05	up
uc008jkh.1|Stom	1	0.25	down
uc008jkh.1|Stom	1	0.05	down
uc008jkh.1|Stom	0.5	0.05	down
uc008jkh.1|Stom	0.5	0.25	down
uc007cjb.1|Sctr	1	0.05	up
uc007cjb.1|Sctr	1	0.25	up
uc007cjb.1|Sctr	0.5	0.25	up
uc007cjb.1|Sctr	0.5	0.05	up
uc007zlf.1|Cblb	0.5	0.25	up
uc007zlf.1|Cblb	0.5	0.05	up
uc008sex.3|Casp8ap2	0.5	0.05	up
uc008sex.3|Casp8ap2	0.5	0.25	up
uc007fjh.1|Slc25a16	0.5	0.05	down
uc007fjh.1|Slc25a16	0.5	0.25	down
uc008gjg.1|Esrra	1	0.25	down
uc008gjg.1|Esrra	1	0.05	down
uc008gjg.1|Esrra	0.5	0.05	down
uc008gjg.1|Esrra	0.5	0.25	down
uc008xtb.1|Sgcb	0.5	0.25	down
uc008xtb.1|Sgcb	0.5	0.05	down
uc008xtb.1|Sgcb	1	0.25	down
uc008xtb.1|Sgcb	1	0.05	down
uc009glq.1|AW146154	0.5	0.05	up
uc009glq.1|AW146154	0.5	0.25	up
uc009mln.1|Samd1	0.5	0.25	up
uc009mln.1|Samd1	0.5	0.05	up
uc008rim.2|Gar1	0.5	0.05	up
uc008rim.2|Gar1	0.5	0.25	up
uc008rim.2|Gar1	1	0.05	up
uc008rim.2|Gar1	1	0.25	up
uc009hgy.2|Snrpa1	1	0.05	up
uc009hgy.2|Snrpa1	1	0.25	up
uc009hgy.2|Snrpa1	0.5	0.05	up
uc009hgy.2|Snrpa1	0.5	0.25	up
uc007thy.1|Mapk1ip1l	0.5	0.05	up
uc007thy.1|Mapk1ip1l	0.5	0.25	up
uc007syg.2|Oxnad1	1	0.05	down
uc007syg.2|Oxnad1	1	0.25	down
uc007syg.2|Oxnad1	0.5	0.05	down
uc007syg.2|Oxnad1	0.5	0.25	down
uc008bey.2|Cuta	0.5	0.05	down
uc008bey.2|Cuta	0.5	0.25	down
uc007odc.2|Dpf3	0.5	0.05	down
uc007odc.2|Dpf3	0.5	0.25	down
uc007npz.3|Trappc6b	0.5	0.25	up
uc007npz.3|Trappc6b	0.5	0.05	up
uc008iej.1|Cdnf	0.5	0.25	up
uc008iej.1|Cdnf	0.5	0.05	up
uc007xne.1|Ddx23	0.5	0.25	up
uc007xne.1|Ddx23	0.5	0.05	up
uc007hne.1|Myl6b	1	0.05	down
uc007hne.1|Myl6b	1	0.25	down
uc007hne.1|Myl6b	0.5	0.05	down
uc007hne.1|Myl6b	0.5	0.25	down
uc008tez.2|Alad	0.5	0.05	down
uc008tez.2|Alad	0.5	0.25	down
uc008qft.1|Them4	1	0.05	down
uc008qft.1|Them4	1	0.25	down
uc008qft.1|Them4	0.5	0.25	down
uc008qft.1|Them4	0.5	0.05	down
uc008tkq.1|Ttc39b	0.5	0.25	down
uc008tkq.1|Ttc39b	0.5	0.05	down
uc008bqk.1|Ppard	0.5	0.25	down
uc008bqk.1|Ppard	0.5	0.05	down
uc012grc.1|Vwa5a	0.5	0.05	up
uc012grc.1|Vwa5a	0.5	0.25	up
uc012grc.1|Vwa5a	1	0.25	up
uc012grc.1|Vwa5a	1	0.05	up
uc011wnf.1|Zfand2b	0.5	0.05	down
uc011wnf.1|Zfand2b	0.5	0.25	down
uc008siz.2|Fam219a	0.5	0.25	up
uc008siz.2|Fam219a	0.5	0.05	up
uc007fga.1|Eif4ebp2	0.5	0.25	up
uc007fga.1|Eif4ebp2	0.5	0.05	up
uc008irp.2|Man1b1	1	0.05	up
uc008irp.2|Man1b1	1	0.25	up
uc008irp.2|Man1b1	0.5	0.25	up
uc008irp.2|Man1b1	0.5	0.05	up
uc007qys.1|1810034E14Rik	1	0.05	down
uc007qys.1|1810034E14Rik	1	0.25	down
uc007qys.1|1810034E14Rik	0.5	0.25	down
uc007qys.1|1810034E14Rik	0.5	0.05	down
uc009kvh.2|Cars2	0.5	0.05	down
uc009kvh.2|Cars2	0.5	0.25	down
uc009kvh.2|Cars2	1	0.05	down
uc009kvh.2|Cars2	1	0.25	down
uc008wur.2|Dnajb6	0.5	0.05	up
uc008wur.2|Dnajb6	0.5	0.25	up
uc009tgw.2|Htatsf1	0.5	0.05	up
uc009tgw.2|Htatsf1	0.5	0.25	up
uc008wkl.1|Abcb1a	0.5	0.05	up
uc008wkl.1|Abcb1a	0.5	0.25	up
uc008wkl.1|Abcb1a	1	0.25	up
uc008wkl.1|Abcb1a	1	0.05	up
uc007hwj.2|Znrf3	0.5	0.25	down
uc007hwj.2|Znrf3	0.5	0.05	down
uc008jjh.1|Phf19	0.5	0.05	down
uc008jjh.1|Phf19	0.5	0.25	down
uc008jjh.1|Phf19	1	0.25	down
uc008jjh.1|Phf19	1	0.05	down
uc007ofu.2|Isca2	0.5	0.05	down
uc007ofu.2|Isca2	0.5	0.25	down
uc007ofu.2|Isca2	1	0.25	down
uc007ofu.2|Isca2	1	0.05	down
uc008nwr.1|Zfp335	0.5	0.05	down
uc008nwr.1|Zfp335	0.5	0.25	down
uc007dny.2|Dedd	0.5	0.05	down
uc007dny.2|Dedd	0.5	0.25	down
uc007fvg.1|Col18a1	1	0.25	up
uc007fvg.1|Col18a1	1	0.05	up
uc007fvg.1|Col18a1	0.5	0.05	up
uc007fvg.1|Col18a1	0.5	0.25	up
uc007fml.1|1700040L02Rik	1	0.25	down
uc007fml.1|1700040L02Rik	1	0.05	down
uc007fml.1|1700040L02Rik	0.5	0.25	down
uc007fml.1|1700040L02Rik	0.5	0.05	down
uc008wxr.1|Ppm1g	0.5	0.25	down
uc008wxr.1|Ppm1g	0.5	0.05	down
uc009lti.2|2700029M09Rik	0.5	0.05	up
uc009lti.2|2700029M09Rik	0.5	0.25	up
uc008tey.1|Hdhd3	1	0.05	down
uc008tey.1|Hdhd3	1	0.25	down
uc008tey.1|Hdhd3	0.5	0.05	down
uc008tey.1|Hdhd3	0.5	0.25	down
uc056zvj.1|Ccnc	0.5	0.25	down
uc056zvj.1|Ccnc	0.5	0.05	down
uc056zvj.1|Ccnc	1	0.25	down
uc056zvj.1|Ccnc	1	0.05	down
uc007jup.2|Pelp1	0.5	0.05	up
uc007jup.2|Pelp1	0.5	0.25	up
uc009lll.1|6430573F11Rik	0.5	0.05	down
uc009lll.1|6430573F11Rik	0.5	0.25	down
uc007gat.1|Wdr18	0.5	0.05	down
uc007gat.1|Wdr18	0.5	0.25	down
uc008quq.2|Capza1	0.5	0.25	down
uc008quq.2|Capza1	0.5	0.05	down
uc008quq.2|Capza1	1	0.25	down
uc008quq.2|Capza1	1	0.05	down
uc007hym.1|Zmiz2	0.5	0.25	down
uc007hym.1|Zmiz2	0.5	0.05	down
uc008otl.1|Nceh1	1	0.05	down
uc008otl.1|Nceh1	1	0.25	down
uc008otl.1|Nceh1	0.5	0.25	down
uc008otl.1|Nceh1	0.5	0.05	down
uc033hlw.1|C8g	0.5	0.05	down
uc033hlw.1|C8g	0.5	0.25	down
uc007wuc.1|Cby1	0.5	0.05	down
uc007wuc.1|Cby1	0.5	0.25	down
uc008juu.2|Rbms1	0.5	0.25	up
uc008juu.2|Rbms1	0.5	0.05	up
uc007kdp.1|Serpinf1	0.5	0.05	down
uc007kdp.1|Serpinf1	0.5	0.25	down
uc009jdy.1|Akip1	0.5	0.05	up
uc009jdy.1|Akip1	0.5	0.25	up
uc008oqt.2|Car2	1	0.25	down
uc008oqt.2|Car2	1	0.05	down
uc008oqt.2|Car2	0.5	0.25	down
uc008oqt.2|Car2	0.5	0.05	down
uc008hgo.1|Ifit3	0.5	0.05	up
uc008hgo.1|Ifit3	0.5	0.25	up
uc008hgo.1|Ifit3	1	0.05	up
uc008hgo.1|Ifit3	1	0.25	up
uc007nfe.2|Id2	1	0.05	down
uc007nfe.2|Id2	1	0.25	down
uc007nfe.2|Id2	0.5	0.05	down
uc007nfe.2|Id2	0.5	0.25	down
uc008qfk.1|S100a10	0.5	0.05	down
uc008qfk.1|S100a10	0.5	0.25	down
uc009dpt.1|Necap1	0.5	0.25	down
uc009dpt.1|Necap1	0.5	0.05	down
uc007ciw.2|Epb41l5	0.5	0.25	up
uc007ciw.2|Epb41l5	0.5	0.05	up
uc007hnc.2|Myl6	1	0.05	up
uc007hnc.2|Myl6	1	0.25	up
uc007hnc.2|Myl6	0.5	0.05	up
uc007hnc.2|Myl6	0.5	0.25	up
uc009snb.1|Slc35a2	1	0.05	up
uc009snb.1|Slc35a2	1	0.25	up
uc009snb.1|Slc35a2	0.5	0.05	up
uc009snb.1|Slc35a2	0.5	0.25	up
uc007nyf.1|Hspa2	1	0.25	up
uc007nyf.1|Hspa2	1	0.05	up
uc007nyf.1|Hspa2	0.5	0.05	up
uc007nyf.1|Hspa2	0.5	0.25	up
uc009dsm.2|Ptms	0.5	0.05	down
uc009dsm.2|Ptms	0.5	0.25	down
uc008usn.1|Eva1b	0.5	0.05	up
uc008usn.1|Eva1b	0.5	0.25	up
uc007iht.1|Sptbn1	0.5	0.25	up
uc007iht.1|Sptbn1	0.5	0.05	up
uc012con.1|Gnb4	0.5	0.25	up
uc011wja.1|Ccdc115	0.5	0.05	up
uc011wja.1|Ccdc115	0.5	0.25	up
uc008hig.2|March5	1	0.25	down
uc008hig.2|March5	1	0.05	down
uc008hig.2|March5	0.5	0.25	down
uc008hig.2|March5	0.5	0.05	down
uc008xay.1|Tmem129	0.5	0.25	down
uc008xay.1|Tmem129	0.5	0.05	down
uc009bwv.2|Mpp6	0.5	0.05	down
uc009bwv.2|Mpp6	0.5	0.25	down
uc009bwv.2|Mpp6	1	0.05	down
uc009bwv.2|Mpp6	1	0.25	down
uc008khj.1|Dnajc10	0.5	0.25	up
uc008khj.1|Dnajc10	0.5	0.05	up
uc007yup.2|Trp63	0.5	0.25	up
uc007yup.2|Trp63	0.5	0.05	up
uc007yup.2|Trp63	1	0.05	up
uc007yup.2|Trp63	1	0.25	up
uc008rsj.2|Adgrl4	0.5	0.25	up
uc007aon.2|Dst	0.5	0.25	up
uc007aon.2|Dst	0.5	0.05	up
uc009suw.2|Wdr44	1	0.05	up
uc009suw.2|Wdr44	1	0.25	up
uc009suw.2|Wdr44	0.5	0.25	up
uc009suw.2|Wdr44	0.5	0.05	up
uc008tmf.3|Acer2	0.5	0.25	up
uc008tmf.3|Acer2	0.5	0.05	up
uc007mts.2|AB341725	0.5	0.25	up
uc007mts.2|AB341725	0.5	0.05	up
uc008zze.2|Hspb1	1	0.05	down
uc008zze.2|Hspb1	1	0.25	down
uc008zze.2|Hspb1	0.5	0.05	down
uc008zze.2|Hspb1	0.5	0.25	down
uc007qxf.1|Fbp2	1	0.05	down
uc007qxf.1|Fbp2	1	0.25	down
uc007qxf.1|Fbp2	0.5	0.05	down
uc007qxf.1|Fbp2	0.5	0.25	down
uc009jdr.1|Rpl27a	0.5	0.05	up
uc009jdr.1|Rpl27a	0.5	0.25	up
uc008sed.2|Ndufaf4	1	0.05	down
uc008sed.2|Ndufaf4	1	0.25	down
uc008sed.2|Ndufaf4	0.5	0.05	down
uc008sed.2|Ndufaf4	0.5	0.25	down
uc007vmt.2|Ankrd46	0.5	0.05	up
uc007vmt.2|Ankrd46	0.5	0.25	up
uc007lap.1|Phospho1	1	0.05	down
uc007lap.1|Phospho1	1	0.25	down
uc007lap.1|Phospho1	0.5	0.25	down
uc007lap.1|Phospho1	0.5	0.05	down
uc008ydk.1|Nup54	1	0.25	down
uc008ydk.1|Nup54	1	0.05	down
uc008ydk.1|Nup54	0.5	0.25	down
uc008ydk.1|Nup54	0.5	0.05	down
uc007hrt.1|Sfi1	0.5	0.05	up
uc007hrt.1|Sfi1	0.5	0.25	up
uc007hrt.1|Sfi1	1	0.25	up
uc007hrt.1|Sfi1	1	0.05	up
uc008ilx.1|Commd3	1	0.25	down
uc008ilx.1|Commd3	1	0.05	down
uc008ilx.1|Commd3	0.5	0.25	down
uc008ilx.1|Commd3	0.5	0.05	down
uc008yzi.2|Acacb	0.5	0.25	down
uc008yzi.2|Acacb	0.5	0.05	down
uc008yzi.2|Acacb	1	0.05	down
uc008yzi.2|Acacb	1	0.25	down
uc008rbc.1|Amy1	0.5	0.05	up
uc008rbc.1|Amy1	0.5	0.25	up
uc008gup.2|Zfp91	0.5	0.25	down
uc008gup.2|Zfp91	0.5	0.05	down
uc008gup.2|Zfp91	1	0.25	down
uc008gup.2|Zfp91	1	0.05	down
uc011ymx.1|Dnaaf2	0.5	0.05	up
uc011ymx.1|Dnaaf2	0.5	0.25	up
uc007eng.1|Ifngr1	1	0.05	up
uc007eng.1|Ifngr1	1	0.25	up
uc007eng.1|Ifngr1	0.5	0.25	up
uc007eng.1|Ifngr1	0.5	0.05	up
uc007gxj.2|Galnt4	0.5	0.25	up
uc007gxj.2|Galnt4	0.5	0.05	up
uc009rrd.1|Slc26a6	0.5	0.05	down
uc009rrd.1|Slc26a6	0.5	0.25	down
uc009rrd.1|Slc26a6	1	0.25	down
uc009rrd.1|Slc26a6	1	0.05	down
uc008wna.2|Cacna2d1	0.5	0.05	down
uc008wna.2|Cacna2d1	0.5	0.25	down
uc008wna.2|Cacna2d1	1	0.25	down
uc008wna.2|Cacna2d1	1	0.05	down
uc007ftq.1|Chchd10	1	0.05	down
uc007ftq.1|Chchd10	1	0.25	down
uc007ftq.1|Chchd10	0.5	0.25	down
uc007ftq.1|Chchd10	0.5	0.05	down
uc009utd.2|Adgrg2	0.5	0.25	up
uc009utd.2|Adgrg2	0.5	0.05	up
uc009utd.2|Adgrg2	1	0.05	up
uc009utd.2|Adgrg2	1	0.25	up
uc007arl.3|Inpp4a	0.5	0.25	up
uc007arl.3|Inpp4a	0.5	0.05	up
uc012dnu.1|Aldh4a1	0.5	0.25	down
uc012dnu.1|Aldh4a1	0.5	0.05	down
uc012dnu.1|Aldh4a1	1	0.05	down
uc012dnu.1|Aldh4a1	1	0.25	down
uc008sbp.1|Osgin2	0.5	0.25	down
uc008sbp.1|Osgin2	0.5	0.05	down
uc007pfm.2|Nudt14	1	0.05	down
uc007pfm.2|Nudt14	1	0.25	down
uc007pfm.2|Nudt14	0.5	0.25	down
uc007pfm.2|Nudt14	0.5	0.05	down
uc029una.1|Gon4l	0.5	0.25	up
uc029una.1|Gon4l	0.5	0.05	up
uc007rjn.2|Xrcc4	0.5	0.25	down
uc007rjn.2|Xrcc4	0.5	0.05	down
uc009aaf.1|Prkrip1	0.5	0.05	up
uc009aaf.1|Prkrip1	0.5	0.25	up
uc007gko.1|Nuak1	0.5	0.05	up
uc007gko.1|Nuak1	0.5	0.25	up
uc007gko.1|Nuak1	1	0.25	up
uc007gko.1|Nuak1	1	0.05	up
uc007gig.1|Ncln	1	0.05	down
uc007gig.1|Ncln	1	0.25	down
uc007gig.1|Ncln	0.5	0.25	down
uc007gig.1|Ncln	0.5	0.05	down
uc007xur.2|Spryd3	0.5	0.05	up
uc007xur.2|Spryd3	0.5	0.25	up
uc007ifg.1|0610010F05Rik	0.5	0.25	down
uc007ifg.1|0610010F05Rik	0.5	0.05	down
uc008vxz.2|Park7	0.5	0.05	down
uc008vxz.2|Park7	0.5	0.25	down
uc008jhb.2|Stxbp1	0.5	0.05	up
uc008jhb.2|Stxbp1	0.5	0.25	up
uc008jhb.2|Stxbp1	1	0.05	up
uc008jhb.2|Stxbp1	1	0.25	up
uc012auh.1|Tmem63b	0.5	0.25	down
uc012auh.1|Tmem63b	0.5	0.05	down
uc012auh.1|Tmem63b	1	0.25	down
uc012auh.1|Tmem63b	1	0.05	down
uc008spq.2|Tesk1	0.5	0.25	down
uc008spq.2|Tesk1	0.5	0.05	down
uc008vpi.2|Casp9	0.5	0.25	up
uc008vpi.2|Casp9	0.5	0.05	up
uc008owp.2|Mrpl47	0.5	0.05	down
uc008owp.2|Mrpl47	0.5	0.25	down
uc008owp.2|Mrpl47	1	0.25	down
uc008owp.2|Mrpl47	1	0.05	down
uc008rwi.2|Tgs1	0.5	0.05	up
uc008rwi.2|Tgs1	0.5	0.25	up
uc008rwi.2|Tgs1	1	0.05	up
uc008rwi.2|Tgs1	1	0.25	up
uc009gas.2|Rasgrp4	1	0.05	up
uc009gas.2|Rasgrp4	1	0.25	up
uc009gas.2|Rasgrp4	0.5	0.25	up
uc009gas.2|Rasgrp4	0.5	0.05	up
uc007ihi.2|Clhc1	0.5	0.25	up
uc007ihi.2|Clhc1	0.5	0.05	up
uc007ihi.2|Clhc1	1	0.25	up
uc007ihi.2|Clhc1	1	0.05	up
uc007udo.2|Sap18	0.5	0.25	down
uc007udo.2|Sap18	0.5	0.05	down
uc008qww.2|Lamtor5	1	0.05	down
uc008qww.2|Lamtor5	1	0.25	down
uc008qww.2|Lamtor5	0.5	0.25	down
uc008qww.2|Lamtor5	0.5	0.05	down
uc007ffx.2|Pald1	0.5	0.05	down
uc007ffx.2|Pald1	0.5	0.25	down
uc007ffx.2|Pald1	1	0.05	down
uc007ffx.2|Pald1	1	0.25	down
uc007thg.3|Cnih1	0.5	0.05	up
uc007thg.3|Cnih1	0.5	0.25	up
uc008gxg.2|Prune2	0.5	0.05	down
uc008gxg.2|Prune2	0.5	0.25	down
uc008gxg.2|Prune2	1	0.05	down
uc008gxg.2|Prune2	1	0.25	down
uc029uio.1|Gm14288	0.5	0.05	up
uc029uio.1|Gm14288	0.5	0.25	up
uc007kzr.2|Ppp1r9b	1	0.05	up
uc007kzr.2|Ppp1r9b	1	0.25	up
uc007kzr.2|Ppp1r9b	0.5	0.05	up
uc007kzr.2|Ppp1r9b	0.5	0.25	up
uc009gph.2|Syt3	0.5	0.25	down
uc009gph.2|Syt3	0.5	0.05	down
uc007wud.1|Tomm22	0.5	0.05	down
uc007wud.1|Tomm22	0.5	0.25	down
uc008yib.1|Mrps18c	1	0.05	down
uc008yib.1|Mrps18c	1	0.25	down
uc008yib.1|Mrps18c	0.5	0.05	down
uc008yib.1|Mrps18c	0.5	0.25	down
uc008yid.1|Fam175a	1	0.05	down
uc008yid.1|Fam175a	1	0.25	down
uc008yid.1|Fam175a	0.5	0.05	down
uc008yid.1|Fam175a	0.5	0.25	down
uc008dus.2|Mcfd2	0.5	0.05	up
uc008dus.2|Mcfd2	0.5	0.25	up
uc008yrq.1|Ulk1	0.5	0.25	down
uc008yrq.1|Ulk1	0.5	0.05	down
uc008yrq.1|Ulk1	1	0.25	down
uc008yrq.1|Ulk1	1	0.05	down
uc009amk.1|Atp5j2	0.5	0.05	down
uc009amk.1|Atp5j2	0.5	0.25	down
uc009amk.1|Atp5j2	1	0.05	down
uc009amk.1|Atp5j2	1	0.25	down
uc007zxf.1|Olig1	1	0.25	up
uc007zxf.1|Olig1	1	0.05	up
uc007zxf.1|Olig1	0.5	0.25	up
uc007zxf.1|Olig1	0.5	0.05	up
uc009byf.1|Hoxa4	0.5	0.25	down
uc009byf.1|Hoxa4	0.5	0.05	down
uc009byf.1|Hoxa4	1	0.05	down
uc009byf.1|Hoxa4	1	0.25	down
uc007leq.1|Pip4k2b	1	0.05	up
uc007leq.1|Pip4k2b	1	0.25	up
uc007leq.1|Pip4k2b	0.5	0.25	up
uc007leq.1|Pip4k2b	0.5	0.05	up
uc007mst.1|Oxld1	1	0.25	down
uc007mst.1|Oxld1	1	0.05	down
uc007mst.1|Oxld1	0.5	0.05	down
uc007mst.1|Oxld1	0.5	0.25	down
uc007ocu.2|Sipa1l1	0.5	0.25	down
uc007ocu.2|Sipa1l1	0.5	0.05	down
uc007ocu.2|Sipa1l1	1	0.05	down
uc007ocu.2|Sipa1l1	1	0.25	down
uc007wmy.1|Mb	0.5	0.25	down
uc007wmy.1|Mb	0.5	0.05	down
uc007wmy.1|Mb	1	0.25	down
uc007wmy.1|Mb	1	0.05	down
uc029wov.1|Zfp553	1	0.05	up
uc029wov.1|Zfp553	1	0.25	up
uc029wov.1|Zfp553	0.5	0.05	up
uc029wov.1|Zfp553	0.5	0.25	up
uc009plz.2|Ddx10	1	0.05	up
uc009plz.2|Ddx10	1	0.25	up
uc009plz.2|Ddx10	0.5	0.05	up
uc009plz.2|Ddx10	0.5	0.25	up
uc008wwu.1|Slc5a6	0.5	0.25	down
uc008wwu.1|Slc5a6	0.5	0.05	down
uc009gbk.1|Spint2	1	0.25	up
uc009gbk.1|Spint2	1	0.05	up
uc009gbk.1|Spint2	0.5	0.25	up
uc009gbk.1|Spint2	0.5	0.05	up
uc008pjp.2|Mme	0.5	0.05	down
uc008pjp.2|Mme	0.5	0.25	down
uc008pjp.2|Mme	1	0.25	down
uc008pjp.2|Mme	1	0.05	down
uc007emf.1|Ccdc28a	0.5	0.05	up
uc007emf.1|Ccdc28a	0.5	0.25	up
uc009agi.1|Adap1	0.5	0.25	down
uc009agi.1|Adap1	0.5	0.05	down
uc009agi.1|Adap1	1	0.05	down
uc009agi.1|Adap1	1	0.25	down
uc008gjl.1|Gpr137	0.5	0.05	down
uc008gjl.1|Gpr137	0.5	0.25	down
uc007ezt.2|Atg5	0.5	0.25	down
uc007ezt.2|Atg5	0.5	0.05	down
uc011xys.1|Spata22	1	0.25	down
uc011xys.1|Spata22	1	0.05	down
uc011xys.1|Spata22	0.5	0.05	down
uc011xys.1|Spata22	0.5	0.25	down
uc009jlu.2|Eri2	0.5	0.05	up
uc009jlu.2|Eri2	0.5	0.25	up
uc009jlu.2|Eri2	1	0.05	up
uc009jlu.2|Eri2	1	0.25	up
uc009pap.1|Sorl1	1	0.05	down
uc009pap.1|Sorl1	1	0.25	down
uc009pap.1|Sorl1	0.5	0.05	down
uc009pap.1|Sorl1	0.5	0.25	down
uc007dle.2|Pbx1	0.5	0.25	up
uc007dle.2|Pbx1	0.5	0.05	up
uc007cws.1|Cfh	0.5	0.25	up
uc012dpx.2|Per3	0.5	0.25	up
uc012dpx.2|Per3	0.5	0.05	up
uc009pvb.2|Fam219b	0.5	0.25	up
uc009pvb.2|Fam219b	0.5	0.05	up
uc009pvb.2|Fam219b	1	0.25	up
uc009pvb.2|Fam219b	1	0.05	up
uc009rrw.1|Tma7	0.5	0.05	down
uc009rrw.1|Tma7	0.5	0.25	down
uc007ins.1|Lsm11	0.5	0.05	down
uc007ins.1|Lsm11	0.5	0.25	down
uc007sls.1|Vdac2	0.5	0.05	down
uc007sls.1|Vdac2	0.5	0.25	down
uc008www.3|Atraid	0.5	0.25	down
uc008www.3|Atraid	0.5	0.05	down
uc008www.3|Atraid	1	0.05	down
uc008www.3|Atraid	1	0.25	down
uc007vob.2|Slc25a32	0.5	0.05	down
uc007vob.2|Slc25a32	0.5	0.25	down
uc007vob.2|Slc25a32	1	0.25	down
uc007vob.2|Slc25a32	1	0.05	down
uc009juw.2|Dctpp1	0.5	0.25	down
uc009juw.2|Dctpp1	0.5	0.05	down
uc007phb.2|Zfp386	1	0.25	down
uc007phb.2|Zfp386	1	0.05	down
uc007phb.2|Zfp386	0.5	0.25	down
uc007phb.2|Zfp386	0.5	0.05	down
uc007fxm.1|Trappc10	1	0.05	down
uc007fxm.1|Trappc10	1	0.25	down
uc007fxm.1|Trappc10	0.5	0.25	down
uc007fxm.1|Trappc10	0.5	0.05	down
uc012bzr.1|Tspan18	0.5	0.05	down
uc012bzr.1|Tspan18	0.5	0.25	down
uc012bzr.1|Tspan18	1	0.25	down
uc012bzr.1|Tspan18	1	0.05	down
uc008ryy.2|Ndufaf6	1	0.05	down
uc008ryy.2|Ndufaf6	1	0.25	down
uc008ryy.2|Ndufaf6	0.5	0.25	down
uc008ryy.2|Ndufaf6	0.5	0.05	down
uc008txs.1|AB347309	1	0.05	down
uc008txs.1|AB347309	1	0.25	down
uc008txs.1|AB347309	0.5	0.05	down
uc008txs.1|AB347309	0.5	0.25	down
uc007vkn.2|Snhg18	1	0.25	up
uc007vkn.2|Snhg18	1	0.05	up
uc007vkn.2|Snhg18	0.5	0.25	up
uc007vkn.2|Snhg18	0.5	0.05	up
uc009acv.2|Tfr2	1	0.25	down
uc009acv.2|Tfr2	1	0.05	down
uc009acv.2|Tfr2	0.5	0.05	down
uc009acv.2|Tfr2	0.5	0.25	down
uc008ddp.1|Gtf2f1	0.5	0.25	up
uc008ddp.1|Gtf2f1	0.5	0.05	up
uc009eqk.3|Sox5	0.5	0.25	up
uc009eqk.3|Sox5	0.5	0.05	up
